Search_Term,Word,n=1,n=3,n=5,n=10,n=15,n=20,n=25,n-50,wordOccurrence,,,,,,,,
design,addresses,3,2,1,1,0,0,0,0,34,,,,,,,,
design,considering,3,2,0,2,1,0,2,4,123,,,,,,,,
design,drawing,3,2,0,1,3,4,5,2,188,,,,,,,,
design,(1st,3,2,0,1,1,1,1,1,16,,,,,,,,
design,living,3,1,6,3,5,2,5,1,294,,,,,,,,
design,cambridge,3,1,3,2,2,3,3,4,119,,,,,,,,
design,network,3,1,3,0,3,2,1,0,116,,,,,,,,
design,inquiry,3,1,2,5,5,0,4,3,124,,,,,,,,
design,businesses,3,1,2,0,2,0,1,1,59,,,,,,,,
design,brand,3,1,1,2,2,0,1,0,94,,,,,,,,
design,sketches,3,1,1,2,0,0,1,2,49,,,,,,,,
design,graduate,3,1,1,1,2,3,2,2,68,,,,,,,,
design,brings,3,1,1,1,0,3,0,0,53,,,,,,,,
design,situations,3,1,1,1,0,0,0,1,137,,,,,,,,
design,allows,3,1,1,0,2,3,4,3,173,,,,,,,,
design,without,3,1,0,2,2,2,3,3,251,,,,,,,,
design,applying,3,1,0,2,1,0,0,0,93,,,,,,,,
design,metaphors,3,1,0,1,2,2,0,1,81,,,,,,,,
design,programs,3,1,0,1,0,3,1,1,62,,,,,,,,
design,matters,3,1,0,0,1,2,1,0,37,,,,,,,,
design,summit,3,1,0,0,1,0,1,0,9,,,,,,,,
design,hence,3,1,0,0,0,1,0,1,88,,,,,,,,
design,tends,3,1,0,0,0,1,0,0,19,,,,,,,,
design,research�,3,1,0,0,0,0,0,1,21,,,,,,,,
design,artfully,3,1,0,0,0,0,0,0,4,,,,,,,,
design,foundation,3,0,5,1,0,1,1,1,100,,,,,,,,
design,integrating,3,0,4,2,2,0,1,1,87,,,,,,,,
design,perception,3,0,4,1,3,3,4,1,230,,,,,,,,
design,engagement,3,0,3,3,12,4,2,4,302,,,,,,,,
design,efforts,3,0,2,1,1,0,0,3,84,,,,,,,,
design,complexity,3,0,1,4,1,2,3,0,152,,,,,,,,
design,engineer,3,0,1,2,1,1,1,0,23,,,,,,,,
design,components,3,0,1,2,0,2,4,2,96,,,,,,,,
design,paradigm,3,0,1,2,0,0,1,1,59,,,,,,,,
design,vision,3,0,1,1,3,2,2,3,138,,,,,,,,
design,accessible,3,0,1,1,2,2,3,1,113,,,,,,,,
design,experts,3,0,1,1,2,0,4,1,142,,,,,,,,
design,collections,3,0,1,1,1,0,1,0,12,,,,,,,,
design,intentions,3,0,1,1,1,0,0,1,92,,,,,,,,
design,5(2),3,0,1,1,0,1,2,0,12,,,,,,,,
design,firms,3,0,1,0,3,1,1,1,48,,,,,,,,
design,output,3,0,1,0,3,1,0,1,49,,,,,,,,
design,faculties,3,0,1,0,1,1,0,0,9,,,,,,,,
design,(cross,3,0,1,0,1,0,2,0,19,,,,,,,,
design,landscape,3,0,1,0,1,0,0,1,74,,,,,,,,
design,patent,3,0,1,0,1,0,0,0,17,,,,,,,,
design,japan,3,0,1,0,0,2,1,2,47,,,,,,,,
design,plus,3,0,1,0,0,1,1,1,14,,,,,,,,
design,7(3),3,0,1,0,0,0,0,0,5,,,,,,,,
design,fundamentals,3,0,1,0,0,0,0,0,10,,,,,,,,
design,capability,3,0,0,3,0,0,1,3,36,,,,,,,,
design,lecturer,3,0,0,2,2,3,2,2,63,,,,,,,,
design,harvard,3,0,0,1,1,4,2,2,68,,,,,,,,
design,philosophies,3,0,0,1,1,0,2,0,14,,,,,,,,
design,(dbpd),3,0,0,1,0,1,0,1,3,,,,,,,,
design,spacethe,3,0,0,1,0,0,1,0,4,,,,,,,,
design,error,3,0,0,0,2,1,0,0,34,,,,,,,,
design,protocols,3,0,0,0,2,1,0,0,23,,,,,,,,
design,futuring,3,0,0,0,2,0,1,0,3,,,,,,,,
design,additionally,3,0,0,0,1,1,0,0,80,,,,,,,,
design,100,3,0,0,0,1,0,3,1,41,,,,,,,,
design,refinement,3,0,0,0,1,0,0,1,18,,,,,,,,
design,processin,3,0,0,0,1,0,0,0,4,,,,,,,,
design,serving,3,0,0,0,0,2,2,0,31,,,,,,,,
design,professions,3,0,0,0,0,1,0,1,26,,,,,,,,
design,educationthe,3,0,0,0,0,1,0,0,4,,,,,,,,
design,simonsen,3,0,0,0,0,1,0,0,7,,,,,,,,
design,pedagogies,3,0,0,0,0,1,0,0,10,,,,,,,,
design,enquiry,3,0,0,0,0,0,2,0,19,,,,,,,,
design,20(5),3,0,0,0,0,0,0,0,8,,,,,,,,
design,collaborators,3,0,0,0,0,0,0,0,39,,,,,,,,
design,glossary,3,0,0,0,0,0,0,0,3,,,,,,,,
design,contesting,3,0,0,0,0,0,0,0,3,,,,,,,,
design,probes,3,0,0,0,0,0,0,0,34,,,,,,,,
design,example,2,16,1,6,10,7,8,6,654,,,,,,,,
design,two,2,13,11,5,7,4,10,9,855,,,,,,,,
design,what,2,12,12,9,14,20,9,21,1184,,,,,,,,
design,case,2,12,7,25,15,13,13,11,671,,,,,,,,
design,focus,2,11,11,4,10,12,10,10,494,,,,,,,,
design,do,2,8,6,7,4,9,1,7,607,,,,,,,,
design,need,2,8,6,6,4,7,13,7,621,,,,,,,,
design,perspectives,2,8,5,6,7,8,5,6,369,,,,,,,,
design,built,2,8,3,1,1,2,4,2,160,,,,,,,,
design,york,2,7,7,4,2,4,8,9,232,,,,,,,,
design,future,2,6,15,8,7,15,10,17,720,,,,,,,,
design,experiences,2,6,11,8,8,10,12,8,787,,,,,,,,
design,healthcare,2,6,11,5,10,8,5,5,244,,,,,,,,
design,part,2,6,6,5,5,4,5,4,494,,,,,,,,
design,application,2,6,6,5,0,3,1,5,238,,,,,,,,
design,materials,2,6,4,7,4,3,7,3,450,,,,,,,,
design,around,2,6,3,2,3,3,7,1,344,,,,,,,,
design,still,2,6,2,3,1,3,3,4,253,,,,,,,,
design,guide,2,6,0,5,3,1,3,1,147,,,,,,,,
design,time,2,5,14,7,10,16,7,15,949,,,,,,,,
design,presents,2,5,4,0,2,4,4,4,131,,,,,,,,
design,urban,2,5,3,1,2,5,1,1,187,,,,,,,,
design,prototype,2,5,3,1,1,4,3,1,180,,,,,,,,
design,6,2,5,2,4,4,2,2,4,223,,,,,,,,
design,during,2,5,1,6,8,8,6,4,659,,,,,,,,
design,art,2,4,19,9,8,7,8,9,320,,,,,,,,
design,applied,2,4,7,1,3,7,3,6,236,,,,,,,,
design,groups,2,4,4,5,3,3,7,3,326,,,,,,,,
design,means,2,4,3,10,2,4,0,3,316,,,,,,,,
design,quality,2,4,3,3,5,1,5,5,350,,,,,,,,
design,teachers,2,4,3,3,1,0,0,3,183,,,,,,,,
design,materiality,2,4,3,1,4,3,6,2,102,,,,,,,,
design,insights,2,4,2,4,11,4,4,12,408,,,,,,,,
design,theoretical,2,4,2,1,2,3,1,3,184,,,,,,,,
design,3d,2,4,1,10,7,4,2,5,240,,,,,,,,
design,models,2,4,1,4,5,7,3,6,183,,,,,,,,
design,web,2,4,1,0,0,0,0,0,53,,,,,,,,
design,usability,2,4,0,0,0,4,0,2,97,,,,,,,,
design,technical,2,3,6,3,3,5,5,3,248,,,,,,,,
design,include,2,3,5,9,5,4,4,2,291,,,,,,,,
design,medical,2,3,5,1,0,2,0,1,169,,,,,,,,
design,data,2,3,4,8,11,11,8,10,1157,,,,,,,,
design,according,2,3,4,1,0,3,5,3,187,,,,,,,,
design,scenarios,2,3,2,1,0,2,3,2,131,,,,,,,,
design,cmf,2,3,1,4,3,2,4,3,72,,,,,,,,
design,2008,2,3,1,3,2,0,1,3,110,,,,,,,,
design,suggests,2,3,1,1,1,3,1,0,144,,,,,,,,
design,constraints,2,3,1,1,1,0,0,1,66,,,,,,,,
design,transactions,2,3,1,0,0,0,1,0,34,,,,,,,,
design,makes,2,3,0,1,1,0,2,1,142,,,,,,,,
design,association,2,3,0,0,1,1,0,4,90,,,,,,,,
design,stakeholders,2,2,6,9,3,8,6,11,353,,,,,,,,
design,speculative,2,2,6,1,3,4,1,3,68,,,,,,,,
design,stage,2,2,5,1,2,3,1,3,179,,,,,,,,
design,participation,2,2,5,0,0,5,2,2,211,,,,,,,,
design,empathy,2,2,4,3,1,2,3,3,142,,,,,,,,
design,planning,2,2,4,1,3,3,1,4,147,,,,,,,,
design,aspects,2,2,3,7,8,9,2,3,307,,,,,,,,
design,everyday,2,2,3,3,4,3,6,2,230,,,,,,,,
design,before,2,2,3,2,1,3,2,1,234,,,,,,,,
design,artefact,2,2,3,1,2,3,1,0,129,,,,,,,,
design,decision-making,2,2,2,2,1,1,1,2,97,,,,,,,,
design,graphics,2,2,2,1,0,0,0,1,58,,,,,,,,
design,useful,2,2,2,0,4,1,4,1,158,,,,,,,,
design,takes,2,2,2,0,0,0,2,0,77,,,,,,,,
design,objectives,2,2,1,3,2,0,2,1,72,,,,,,,,
design,programme,2,2,1,2,3,0,0,3,57,,,,,,,,
design,acts,2,2,1,2,1,0,2,1,65,,,,,,,,
design,decision,2,2,1,2,0,2,1,4,171,,,,,,,,
design,documentation,2,2,1,1,1,4,0,1,63,,,,,,,,
design,allowed,2,2,1,1,1,2,3,1,139,,,,,,,,
design,skill,2,2,1,1,0,0,1,0,61,,,,,,,,
design,psychology,2,2,1,0,3,4,5,4,195,,,,,,,,
design,augmented,2,2,1,0,1,1,0,0,89,,,,,,,,
design,carnegie,2,2,1,0,0,0,0,1,8,,,,,,,,
design,alphabet,2,2,1,0,0,0,0,0,8,,,,,,,,
design,next,2,2,0,5,4,0,1,4,186,,,,,,,,
design,possibilities,2,2,0,4,2,1,1,4,122,,,,,,,,
design,enables,2,2,0,2,0,0,2,2,84,,,,,,,,
design,instructional,2,2,0,1,2,2,2,2,59,,,,,,,,
design,undertaken,2,2,0,1,1,2,4,2,101,,,,,,,,
design,swinburne,2,2,0,1,0,1,2,0,49,,,,,,,,
design,aiming,2,2,0,0,1,0,0,0,40,,,,,,,,
design,32,2,2,0,0,0,2,1,0,53,,,,,,,,
design,(4th,2,2,0,0,0,0,1,2,13,,,,,,,,
design,pillars,2,2,0,0,0,0,0,0,9,,,,,,,,
design,magazine,2,2,0,0,0,0,0,0,27,,,,,,,,
design,if,2,1,4,7,4,7,5,3,501,,,,,,,,
design,given,2,1,4,3,1,0,2,0,250,,,,,,,,
design,springer,2,1,4,2,2,2,3,3,87,,,,,,,,
design,4,2,1,4,0,1,2,1,2,318,,,,,,,,
design,even,2,1,3,3,4,4,0,3,341,,,,,,,,
design,especially,2,1,3,3,1,1,1,4,154,,,,,,,,
design,stages,2,1,3,2,2,3,2,5,141,,,,,,,,
design,roles,2,1,3,2,0,3,5,3,243,,,,,,,,
design,theories,2,1,3,0,4,1,4,5,106,,,,,,,,
design,(figure,2,1,2,2,2,2,4,2,376,,,,,,,,
design,class,2,1,2,2,2,2,1,1,93,,,,,,,,
design,discussions,2,1,2,1,3,0,0,3,173,,,,,,,,
design,ergonomics,2,1,2,1,2,0,0,0,38,,,,,,,,
design,recommendations,2,1,2,0,2,1,1,0,66,,,,,,,,
design,introducing,2,1,2,0,0,0,1,0,59,,,,,,,,
design,toolkit,2,1,2,0,0,0,0,0,34,,,,,,,,
design,style,2,1,1,2,2,3,1,3,102,,,,,,,,
design,consumption,2,1,1,2,1,1,3,1,64,,,,,,,,
design,proof,2,1,1,2,0,1,1,1,14,,,,,,,,
design,definition,2,1,1,1,3,0,3,3,121,,,,,,,,
design,software,2,1,1,1,1,0,5,4,134,,,,,,,,
design,integrity,2,1,1,1,0,0,1,0,20,,,,,,,,
design,facilitates,2,1,1,0,0,0,2,1,46,,,,,,,,
design,researchdesign,2,1,1,0,0,0,0,0,6,,,,,,,,
design,involving,2,1,0,5,0,3,2,5,101,,,,,,,,
design,find,2,1,0,4,3,3,3,1,252,,,,,,,,
design,economy,2,1,0,2,2,1,0,1,96,,,,,,,,
design,productivity,2,1,0,2,0,0,2,0,25,,,,,,,,
design,domains,2,1,0,1,2,1,0,0,66,,,,,,,,
design,creates,2,1,0,1,0,2,0,1,63,,,,,,,,
design,communicating,2,1,0,1,0,2,0,0,59,,,,,,,,
design,represent,2,1,0,1,0,1,1,3,122,,,,,,,,
design,literacy,2,1,0,1,0,0,1,0,54,,,,,,,,
design,career,2,1,0,1,0,0,0,0,47,,,,,,,,
design,11(2),2,1,0,1,0,0,0,0,9,,,,,,,,
design,iterations,2,1,0,0,1,1,1,2,38,,,,,,,,
design,differs,2,1,0,0,1,1,0,1,15,,,,,,,,
design,modelling,2,1,0,0,1,1,0,1,81,,,,,,,,
design,mock-ups,2,1,0,0,1,0,0,0,21,,,,,,,,
design,tactics,2,1,0,0,0,1,0,0,12,,,,,,,,
design,(fry,2,1,0,0,0,0,0,1,11,,,,,,,,
design,ds,2,1,0,0,0,0,0,0,12,,,,,,,,
design,10(1),2,1,0,0,0,0,0,0,11,,,,,,,,
design,iit,2,1,0,0,0,0,0,0,6,,,,,,,,
design,classrooms,2,1,0,0,0,0,0,0,20,,,,,,,,
design,population,2,0,5,0,1,0,1,2,137,,,,,,,,
design,qualitative,2,0,4,4,4,2,3,3,243,,,,,,,,
design,actions,2,0,4,2,4,1,3,1,231,,,,,,,,
design,conversations,2,0,3,3,3,2,3,1,123,,,,,,,,
design,started,2,0,3,2,2,0,0,0,105,,,,,,,,
design,applications,2,0,2,4,1,3,1,5,177,,,,,,,,
design,qualities,2,0,2,2,1,0,0,2,91,,,,,,,,
design,21,2,0,2,2,0,1,0,2,64,,,,,,,,
design,student�s,2,0,2,2,0,0,1,0,51,,,,,,,,
design,prior,2,0,2,1,4,1,2,3,161,,,,,,,,
design,visible,2,0,2,1,4,0,2,1,95,,,,,,,,
design,combining,2,0,2,1,1,0,2,1,52,,,,,,,,
design,implementation,2,0,2,0,5,4,3,4,181,,,,,,,,
design,photography,2,0,2,0,0,1,0,1,52,,,,,,,,
design,artifacts,2,0,2,0,0,0,1,1,39,,,,,,,,
design,problems�,2,0,2,0,0,0,1,1,9,,,,,,,,
design,addressing,2,0,1,6,1,3,3,1,95,,,,,,,,
design,defining,2,0,1,4,2,1,2,0,88,,,,,,,,
design,craft,2,0,1,4,2,1,1,2,137,,,,,,,,
design,meanings,2,0,1,2,1,3,1,2,74,,,,,,,,
design,3(1),2,0,1,1,1,1,0,0,19,,,,,,,,
design,requirement,2,0,1,1,1,1,0,0,22,,,,,,,,
design,looks,2,0,1,1,0,0,0,0,33,,,,,,,,
design,backgrounds,2,0,1,0,5,0,2,0,65,,,,,,,,
design,paris,2,0,1,0,2,1,0,0,13,,,,,,,,
design,outside,2,0,1,0,2,0,1,0,113,,,,,,,,
design,academia,2,0,1,0,1,1,1,0,47,,,,,,,,
design,beijing,2,0,1,0,1,0,1,0,14,,,,,,,,
design,agent,2,0,1,0,1,0,0,0,19,,,,,,,,
design,cycles,2,0,1,0,1,0,0,0,26,,,,,,,,
design,2nd,2,0,1,0,1,0,0,0,17,,,,,,,,
design,major,2,0,1,0,0,1,2,0,110,,,,,,,,
design,came,2,0,1,0,0,0,2,0,65,,,,,,,,
design,referenced,2,0,1,0,0,0,0,0,12,,,,,,,,
design,taipei,2,0,1,0,0,0,0,0,5,,,,,,,,
design,researcher�s,2,0,1,0,0,0,0,0,11,,,,,,,,
design,processes�	how,2,0,1,0,0,0,0,0,2,,,,,,,,
design,(dorst,2,0,0,3,1,0,0,0,28,,,,,,,,
design,festival,2,0,0,2,2,0,1,0,29,,,,,,,,
design,candidate,2,0,0,2,2,0,0,0,48,,,,,,,,
design,today,2,0,0,2,1,0,1,0,64,,,,,,,,
design,transformative,2,0,0,1,2,1,0,1,62,,,,,,,,
design,drawings,2,0,0,1,2,0,0,0,51,,,,,,,,
design,(ie.,2,0,0,1,1,2,0,1,88,,,,,,,,
design,kit,2,0,0,1,0,1,1,1,18,,,,,,,,
design,detailing,2,0,0,1,0,1,0,0,14,,,,,,,,
design,patents,2,0,0,1,0,0,1,0,15,,,,,,,,
design,12(2),2,0,0,1,0,0,1,0,13,,,,,,,,
design,agency-based,2,0,0,1,0,0,1,0,5,,,,,,,,
design,provocateur,2,0,0,1,0,0,0,0,3,,,,,,,,
design,(irwin,2,0,0,1,0,0,0,0,4,,,,,,,,
design,(kleinsmann,2,0,0,1,0,0,0,0,6,,,,,,,,
design,talks,2,0,0,1,0,0,0,0,21,,,,,,,,
design,processthe,2,0,0,1,0,0,0,0,6,,,,,,,,
design,beneficiaries,2,0,0,0,2,0,0,1,20,,,,,,,,
design,(2nd,2,0,0,0,2,0,0,0,32,,,,,,,,
design,�city,2,0,0,0,2,0,0,0,15,,,,,,,,
design,side,2,0,0,0,1,1,1,0,81,,,,,,,,
design,stepping,2,0,0,0,1,1,1,0,8,,,,,,,,
design,visions�,2,0,0,0,1,0,0,0,2,,,,,,,,
design,ehsan,2,0,0,0,0,2,1,0,6,,,,,,,,
design,(bannon,2,0,0,0,0,2,0,0,6,,,,,,,,
design,units,2,0,0,0,0,1,1,1,55,,,,,,,,
design,talk,2,0,0,0,0,1,1,0,74,,,,,,,,
design,typologies,2,0,0,0,0,1,1,0,22,,,,,,,,
design,2(3),2,0,0,0,0,1,0,0,9,,,,,,,,
design,drivers,2,0,0,0,0,1,0,0,32,,,,,,,,
design,faces,2,0,0,0,0,1,0,0,11,,,,,,,,
design,parameters,2,0,0,0,0,1,0,0,19,,,,,,,,
design,assumption,2,0,0,0,0,1,0,0,19,,,,,,,,
design,resolution,2,0,0,0,0,1,0,0,27,,,,,,,,
design,eventually,2,0,0,0,0,1,0,0,36,,,,,,,,
design,sprints),2,0,0,0,0,1,0,0,2,,,,,,,,
design,(simms,2,0,0,0,0,1,0,0,9,,,,,,,,
design,specificationsa,2,0,0,0,0,1,0,0,2,,,,,,,,
design,alternatives,2,0,0,0,0,0,2,0,35,,,,,,,,
design,dnadesign,2,0,0,0,0,0,2,0,2,,,,,,,,
design,criticism,2,0,0,0,0,0,1,1,23,,,,,,,,
design,manifesto,2,0,0,0,0,0,1,1,16,,,,,,,,
design,13(2),2,0,0,0,0,0,1,1,7,,,,,,,,
design,employs,2,0,0,0,0,0,1,0,20,,,,,,,,
design,validation,2,0,0,0,0,0,1,0,28,,,,,,,,
design,demonstrators,2,0,0,0,0,0,0,1,3,,,,,,,,
design,indeed,2,0,0,0,0,0,0,1,28,,,,,,,,
design,innovationshu-yi,2,0,0,0,0,0,0,1,2,,,,,,,,
design,(clarkson,2,0,0,0,0,0,0,0,3,,,,,,,,
design,(iced,2,0,0,0,0,0,0,0,2,,,,,,,,
design,practitioners/researchers,2,0,0,0,0,0,0,0,2,,,,,,,,
design,approacheskeywords,2,0,0,0,0,0,0,0,3,,,,,,,,
design,guangdong,2,0,0,0,0,0,0,0,19,,,,,,,,
design,(wang,2,0,0,0,0,0,0,0,14,,,,,,,,
design,automation,2,0,0,0,0,0,0,0,16,,,,,,,,
design,chapter,2,0,0,0,0,0,0,0,24,,,,,,,,
design,(pd),2,0,0,0,0,0,0,0,3,,,,,,,,
design,accountability,2,0,0,0,0,0,0,0,13,,,,,,,,
design,grew,2,0,0,0,0,0,0,0,9,,,,,,,,
design,theorist,2,0,0,0,0,0,0,0,7,,,,,,,,
design,managers�,2,0,0,0,0,0,0,0,4,,,,,,,,
design,processes�,2,0,0,0,0,0,0,0,7,,,,,,,,
design,studies\first,2,0,0,0,0,0,0,0,2,,,,,,,,
design,pathway,2,0,0,0,0,0,0,0,11,,,,,,,,
design,management�,2,0,0,0,0,0,0,0,2,,,,,,,,
design,(ixd),2,0,0,0,0,0,0,0,2,,,,,,,,
design,fictions,2,0,0,0,0,0,0,0,5,,,,,,,,
design,(bennett,2,0,0,0,0,0,0,0,7,,,,,,,,
design,studies�,2,0,0,0,0,0,0,0,6,,,,,,,,
design,(for,2,0,0,0,0,0,0,0,27,,,,,,,,
design,(id),2,0,0,0,0,0,0,0,2,,,,,,,,
design,in�proceedings,2,0,0,0,0,0,0,0,18,,,,,,,,
design,6(3),2,0,0,0,0,0,0,0,5,,,,,,,,
design,entrepreneurs,2,0,0,0,0,0,0,0,8,,,,,,,,
design,consultant,2,0,0,0,0,0,0,0,12,,,,,,,,
design,heuristics(2016),2,0,0,0,0,0,0,0,2,,,,,,,,
design,133,2,0,0,0,0,0,0,0,4,,,,,,,,
design,studio),2,0,0,0,0,0,0,0,4,,,,,,,,
design,qualification,2,0,0,0,0,0,0,0,5,,,,,,,,
design,1890-2012,2,0,0,0,0,0,0,0,2,,,,,,,,
design,dnaresearch,2,0,0,0,0,0,0,0,2,,,,,,,,
design,researchreinterpreting,2,0,0,0,0,0,0,0,2,,,,,,,,
design,(icsid),2,0,0,0,0,0,0,0,2,,,,,,,,
design,hk,2,0,0,0,0,0,0,0,2,,,,,,,,
design,(brunel,2,0,0,0,0,0,0,0,2,,,,,,,,
design,delivers,2,0,0,0,0,0,0,0,9,,,,,,,,
design,exhibit,2,0,0,0,0,0,0,0,30,,,,,,,,
design,context),2,0,0,0,0,0,0,0,4,,,,,,,,
design,preserves,2,0,0,0,0,0,0,0,3,,,,,,,,
design,dieter,2,0,0,0,0,0,0,0,2,,,,,,,,
design,et,1,33,24,18,19,18,19,26,1497,,,,,,,,
design,different,1,19,19,15,14,22,12,12,1303,,,,,,,,
design,arts,1,18,2,6,5,4,8,5,175,,,,,,,,
design,one,1,17,8,10,10,10,6,9,1135,,,,,,,,
design,designers,1,14,29,27,27,35,21,31,1398,,,,,,,,
design,create,1,14,9,8,2,6,11,7,481,,,,,,,,
design,other,1,13,12,11,17,17,16,14,1190,,,,,,,,
design,all,1,13,11,9,2,8,15,6,986,,,,,,,,
design,presented,1,12,9,9,11,5,5,6,407,,,,,,,,
design,1,1,12,8,8,8,9,4,10,680,,,,,,,,
design,help,1,12,3,5,5,3,2,5,438,,,,,,,,
design,often,1,11,8,10,4,6,5,6,499,,,,,,,,
design,only,1,11,8,5,7,3,6,6,667,,,,,,,,
design,each,1,10,7,6,9,4,9,12,864,,,,,,,,
design,develop,1,10,5,7,7,6,5,4,385,,,,,,,,
design,global,1,9,9,4,4,5,8,5,274,,,,,,,,
design,then,1,9,8,10,3,8,3,3,461,,,,,,,,
design,emerging,1,9,5,3,4,3,2,6,198,,,,,,,,
design,play,1,9,4,4,4,2,6,3,292,,,,,,,,
design,contribute,1,9,3,4,2,7,5,2,164,,,,,,,,
design,hong,1,9,3,3,2,3,2,3,94,,,,,,,,
design,model,1,8,8,6,7,6,4,7,461,,,,,,,,
design,proposed,1,8,2,2,0,1,2,3,216,,,,,,,,
design,delft,1,8,1,3,5,4,2,4,66,,,,,,,,
design,changing,1,8,0,0,4,4,3,1,133,,,,,,,,
design,developing,1,7,4,4,5,5,6,3,317,,,,,,,,
design,college,1,7,3,1,6,3,2,1,106,,,,,,,,
design,interactive,1,7,2,5,4,7,5,2,310,,,,,,,,
design,provided,1,7,1,6,1,2,4,2,293,,,,,,,,
design,intelligence,1,7,0,1,2,0,1,0,124,,,,,,,,
design,b,1,6,20,12,5,13,12,10,544,,,,,,,,
design,various,1,6,6,5,5,3,8,1,327,,,,,,,,
design,world,1,6,6,2,9,8,12,6,433,,,,,,,,
design,key,1,6,5,3,4,6,5,6,406,,,,,,,,
design,understand,1,6,4,10,6,9,3,5,519,,,,,,,,
design,previously,1,6,4,1,1,0,3,0,77,,,,,,,,
design,end,1,6,4,0,2,2,3,1,238,,,,,,,,
design,incorporates,1,6,2,1,1,0,1,0,22,,,,,,,,
design,-1,1,6,1,2,3,1,2,4,107,,,,,,,,
design,2(1),1,6,0,0,0,0,2,2,17,,,,,,,,
design,ai,1,5,15,11,4,8,7,6,437,,,,,,,,
design,understanding,1,5,13,18,16,12,7,17,966,,,,,,,,
design,between,1,5,9,14,15,24,12,20,1317,,,,,,,,
design,table,1,5,8,4,2,5,4,5,310,,,,,,,,
design,sustainable,1,5,7,6,5,10,6,5,270,,,,,,,,
design,important,1,5,6,6,9,6,5,3,452,,,,,,,,
design,co-creation,1,5,6,5,3,2,1,0,162,,,,,,,,
design,existing,1,5,6,3,4,6,2,2,336,,,,,,,,
design,system,1,5,4,10,10,5,4,4,622,,,,,,,,
design,interests,1,5,4,3,4,1,4,1,120,,,,,,,,
design,increasingly,1,5,4,3,0,0,0,0,88,,,,,,,,
design,make,1,5,3,8,9,6,9,8,557,,,,,,,,
design,focused,1,5,3,7,3,1,3,3,229,,,,,,,,
design,safety,1,5,2,5,5,5,6,3,283,,,,,,,,
design,united,1,5,2,2,4,3,9,6,227,,,,,,,,
design,generate,1,5,1,5,4,1,3,2,170,,,,,,,,
design,clients,1,5,0,4,0,0,0,0,51,,,,,,,,
design,care,1,4,8,4,5,4,4,5,389,,,,,,,,
design,form,1,4,6,7,2,9,8,9,535,,,,,,,,
design,following,1,4,5,5,4,4,3,2,318,,,,,,,,
design,limitations,1,4,5,0,2,2,2,2,141,,,,,,,,
design,educational,1,4,4,5,3,5,5,3,242,,,,,,,,
design,allow,1,4,4,1,4,0,3,4,180,,,,,,,,
design,general,1,4,3,4,3,1,6,3,257,,,,,,,,
design,architectural,1,4,3,4,2,4,3,0,105,,,,,,,,
design,particularly,1,4,3,3,1,0,2,3,174,,,,,,,,
design,including,1,4,2,9,3,6,7,7,350,,,,,,,,
design,building,1,4,2,4,5,4,7,5,336,,,,,,,,
design,artificial,1,4,2,4,5,1,4,4,111,,,,,,,,
design,describes,1,4,2,1,1,0,0,1,100,,,,,,,,
design,communities,1,4,2,0,3,5,5,3,200,,,,,,,,
design,media,1,4,1,4,3,5,6,3,238,,,,,,,,
design,�a,1,4,1,2,3,0,2,0,94,,,,,,,,
design,focusing,1,4,1,2,2,2,3,0,103,,,,,,,,
design,furniture,1,4,1,1,1,0,0,1,36,,,,,,,,
design,always,1,4,1,0,0,2,1,4,144,,,,,,,,
design,differences,1,4,0,2,2,0,1,2,179,,,,,,,,
design,vehicle,1,4,0,2,0,1,3,1,86,,,,,,,,
design,passion,1,4,0,1,2,4,4,4,152,,,,,,,,
design,cad,1,4,0,1,2,1,0,1,46,,,,,,,,
design,10,1,4,0,1,1,2,1,2,126,,,,,,,,
design,affect,1,4,0,0,2,2,1,1,126,,,,,,,,
design,queensland,1,4,0,0,1,1,1,3,59,,,,,,,,
design,3,1,3,7,5,2,2,5,1,405,,,,,,,,
design,opportunity,1,3,6,5,2,2,3,2,190,,,,,,,,
design,being,1,3,5,8,4,4,9,15,624,,,,,,,,
design,follow,1,3,4,4,4,7,5,11,212,,,,,,,,
design,result,1,3,4,1,4,2,2,4,236,,,,,,,,
design,here,1,3,3,3,4,2,3,1,249,,,,,,,,
design,becoming,1,3,3,2,2,2,1,2,84,,,,,,,,
design,routledge,1,3,3,2,2,0,2,2,54,,,,,,,,
design,bring,1,3,3,2,0,1,1,0,138,,,,,,,,
design,close,1,3,3,0,2,4,0,1,118,,,,,,,,
design,values,1,3,2,4,4,6,7,6,461,,,,,,,,
design,thus,1,3,2,3,3,2,4,4,325,,,,,,,,
design,transdisciplinary,1,3,2,2,5,5,4,5,114,,,,,,,,
design,centred,1,3,2,2,2,1,1,3,59,,,,,,,,
design,reflections,1,3,2,0,2,1,3,1,140,,,,,,,,
design,home,1,3,2,0,0,1,1,1,190,,,,,,,,
design,dorst,1,3,1,5,1,3,3,2,76,,,,,,,,
design,included,1,3,1,4,4,4,3,3,239,,,,,,,,
design,special,1,3,1,2,3,1,2,2,100,,,,,,,,
design,look,1,3,1,2,1,0,2,0,145,,,,,,,,
design,structured,1,3,1,1,2,1,1,4,86,,,,,,,,
design,invisible,1,3,1,1,1,1,2,2,62,,,,,,,,
design,1),1,3,1,1,0,4,2,1,181,,,,,,,,
design,emphasis,1,3,1,0,3,1,2,1,113,,,,,,,,
design,website,1,3,1,0,1,1,2,0,82,,,,,,,,
